Date,Open,High,Low,Close,Adj Close,Volume,MA_short,MA_long,MACD,MACD_signal,RSI,BOLL_mid,BOLL_up,BOLL_low,BOLL_bw,BOLL_bw_med,Return,Signal,Position,Cost,Strategy_Return
2022-01-28,1.338849425315857,1.3432012796401978,1.3365589380264282,1.3388315439224243,1.3388315439224243,0,1.356980311870575,1.3427206297715506,0.0010648161633062259,0.004239282329248958,30.768003164798657,1.356980311870575,1.3736041778364716,1.3403564459046784,0.02450126331307029,0.028951020385486866,-0.005917530051015252,0.0,0.0,0.0,-0.0
2022-01-31,1.3402130603790283,1.3454241752624512,1.3395309448242188,1.3403388261795044,1.3403388261795044,0,1.3563858330249787,1.3425741573174794,6.994986490038713e-07,0.0033915657631289676,33.41624317837446,1.3563858330249787,1.3745080303783905,1.338263635671567,0.02672130143529459,0.028951020385486866,0.0011258191995269229,0.0,0.0,0.0,0.0
2022-02-01,1.344266653060913,1.3514060974121094,1.3435803651809692,1.3445378541946411,1.3445378541946411,0,1.356196391582489,1.3423756082852683,-0.0004980529126086264,0.002613642027981449,32.01933015271079,1.356196391582489,1.3747474512378726,1.3376453319271056,0.0273574826928083,0.028552227947280018,0.0031328108483625883,0.0,0.0,0.0,0.0
2022-02-02,1.3523930311203003,1.3584926128387451,1.3517167568206787,1.352539300918579,1.352539300918579,0,1.3561661899089814,1.3423179268836976,-0.00024484548575709475,0.00204194452523374,32.44429026201928,1.3561661899089814,1.3747401305059728,1.33759224931199,0.027391835506882737,0.027682031148281362,0.005951075828006802,0.0,0.0,0.0,0.0
2022-02-03,1.3564472198486328,1.3625463247299194,1.3539128303527832,1.3565024137496948,1.3565024137496948,0,1.3562130808830262,1.342571739355723,0.00027247241623284957,0.001688050103433562,36.76969308540203,1.3562130808830262,1.374785361773845,1.3376407999922073,0.02738844087645358,0.02739013819166816,0.002930127670540905,0.0,0.0,0.0,0.0
2022-02-04,1.359619379043579,1.361655831336975,1.3508037328720093,1.359841227531433,1.359841227531433,0,1.3565369904041291,1.342958289384842,0.0009410174853810016,0.0015386435798230502,43.23233494862007,1.3565369904041291,1.375125940342474,1.3379480404657842,0.027406477036511986,0.02739013819166816,0.0024613400963358067,0.0,0.0,0.0,0.0
2022-02-07,1.353363037109375,1.3550318479537964,1.3491816520690918,1.3533447980880735,1.3533447980880735,0,1.3562426745891571,1.3431522766749064,0.0009358488234438855,0.0014180846285472173,40.36415560141405,1.3562426745891571,1.3748384148249995,1.3376469343533148,0.027422437863453122,0.02739013819166816,-0.0047773440838772,0.0,0.0,0.0,-0.0
2022-02-08,1.3538395166397097,1.3566679954528809,1.3509862422943115,1.353780746459961,1.353780746459961,0,1.3560301423072816,1.3433679223060608,0.0009559108664249916,0.0013256498761227723,44.333054979859035,1.3560301423072816,1.3746369637289615,1.3374233208856017,0.0274430793846816,0.02739013819166816,0.000322126609939577,0.0,0.0,0.0,0.0
2022-02-09,1.3548115491867063,1.3588248491287231,1.3538211584091189,1.3547565937042236,1.3547565937042236,0,1.3556016445159913,1.3435728311538697,0.0010385807843549255,0.0012682360577692031,44.47719455724795,1.3556016445159913,1.3738930156583935,1.337310273373589,0.026986351361255566,0.027372961784630938,0.0007208310849555755,0.0,0.0,0.0,0.0
2022-02-10,1.3533997535705566,1.3643310070037842,1.352539300918579,1.3533265590667725,1.3533265590667725,0,1.3547180056571961,1.3436422149340312,0.0009774381474452198,0.0012100764757044067,44.20648537359531,1.3547180056571961,1.3715246364126548,1.3379113749017375,0.02481199878539365,0.02725308659911241,-0.0010555657334290203,0.0,0.0,0.0,-0.0
2022-02-11,1.354976773262024,1.360877513885498,1.3515340089797974,1.3551788330078125,1.3551788330078125,0,1.3539086520671844,1.3437291145324708,0.0010661552204058733,0.0011812922246447,49.6204549168493,1.3539086520671844,1.3687882193249765,1.3390290848093922,0.02198016422315292,0.02713870171146683,0.0013686821769887114,0.0,0.0,0.0,0.0
2022-02-14,1.3570178747177124,1.3572204113006592,1.349582314491272,1.3569625616073608,1.3569625616073608,0,1.3533891260623931,1.3439542571703593,0.0012658047217448676,0.0011981947240647336,58.304627863770904,1.3533891260623931,1.3669602467801845,1.3398180053446018,0.020055016634093557,0.027057532139386355,0.0013162311542229688,1.0,0.0,0.0,0.0
2022-02-15,1.3533265590667725,1.3566864728927612,1.349017858505249,1.3532898426055908,1.3532898426055908,0,1.3528136074543,1.3441796839237212,0.001114819713002868,0.0011815197218523607,52.21660049592224,1.3528136074543,1.3652783386394005,1.3403488762691995,0.018427861926309866,0.026853826398275077,-0.0027065735678216685,0.0,1.0,0.0,-0.0027065735678216685
2022-02-16,1.3541145324707031,1.358991026878357,1.3539128303527832,1.3541145324707031,1.3541145324707031,0,1.3525180280208589,1.3444549957911174,0.0010496093425387265,0.0011551376459896338,57.87199096648352,1.3525180280208589,1.3645349454372535,1.3405011106044642,0.017769696473442245,0.02669885828497091,0.0006093963311839534,0.0,0.0,0.0,0.0
2022-02-17,1.3582342863082886,1.3636425733566284,1.3558034896850586,1.3584926128387451,1.3584926128387451,0,1.3523997128009797,1.3448787609736124,0.0013358058127879158,0.0011912712793492903,72.93668696162477,1.3523997128009797,1.3641136290046862,1.3406857965972732,0.017323156893379748,0.02651663565623922,0.0032331684381627923,1.0,0.0,0.0,0.0
2022-02-18,1.361544489860535,1.3640704154968262,1.357441544532776,1.3618782758712769,1.3618782758712769,0,1.3525052666664124,1.3453864634037018,0.001814892339791374,0.001315995491437707,74.07297861908697,1.3525052666664124,1.3645325661838468,1.340477967148978,0.01778521653683273,0.026246975794849463,0.002492220421763669,1.0,1.0,0.0,0.002492220421763669
2022-02-21,1.3591794967651367,1.3638285398483276,1.3587141036987305,1.359342098236084,1.359342098236084,0,1.3526932179927826,1.3458071947097778,0.0019672463334705625,0.0014462456598442783,67.18427847533738,1.3526932179927826,1.3650363691131155,1.3403500668724497,0.018249742005284106,0.026109267522611335,-0.0018622645504572377,1.0,1.0,0.0,-0.0018622645504572377
2022-02-22,1.3595268726348877,1.360544204711914,1.3540045022964478,1.3596007823944092,1.3596007823944092,0,1.353226912021637,1.3462754627068838,0.00208482900971263,0.0015739623298179485,59.99298217201763,1.353226912021637,1.3658051829688522,1.3406486410744216,0.0185900396089879,0.026079187938572647,0.00019030099829975278,1.0,1.0,0.0,0.00019030099829975278
2022-02-23,1.3590834140777588,1.361952543258667,1.354921817779541,1.3589357137680054,1.3589357137680054,0,1.353619819879532,1.3467645128568013,0.002100139546431734,0.0016791977731407056,53.79797709156669,1.353619819879532,1.3664046335031104,1.3408350062559535,0.01888981446018754,0.025914848465057067,-0.0004891646393675453,0.0,1.0,0.0,-0.0004891646393675453
2022-02-24,1.3544628620147705,1.3547382354736328,1.3275980949401855,1.3545730113983154,1.3545730113983154,0,1.3540084064006805,1.3472073952356973,0.0017401799255223338,0.0016913942036170314,42.03187035494456,1.3540084064006805,1.3663865751598596,1.3416302376415015,0.01828373989506252,0.025914848465057067,-0.003210381716728272,0.0,0.0,0.0,-0.0
2022-02-25,1.3372201919555664,1.3439054489135742,1.3368983268737793,1.337327480316162,1.337327480316162,0,1.3539332032203675,1.3473295291264853,6.26172880509035e-05,0.0013656388205038057,31.718374555419544,1.3539332032203675,1.3667114213127851,1.3411549851279498,0.018875699424497887,0.025725278213591878,-0.012731341121547168,0.0,0.0,0.0,-0.0
2022-02-28,1.337005615234375,1.343111276626587,1.3342584371566772,1.337327480316162,1.337327480316162,0,1.3537826359272003,1.3475561221440633,-0.00125242600099984,0.0008420258562030765,31.03203746866616,1.3537826359272003,1.3672857202495574,1.3402795516048431,0.019948674128338086,0.025092809484393533,0.0,0.0,0.0,0.0,0.0
2022-03-01,1.3422818183898926,1.3437248468399048,1.3312033414840698,1.3422818183898926,1.3422818183898926,0,1.3536698341369628,1.3478202203909555,-0.001873240059177883,0.0002989726731268846,36.82697294548311,1.3536698341369628,1.3675310366320412,1.3398086316418845,0.02047944357704572,0.024794489668330037,0.0037046558503075477,0.0,0.0,0.0,0.0
2022-03-02,1.3333333730697632,1.337095022201538,1.327404260635376,1.3335111141204834,1.3335111141204834,0,1.352718424797058,1.347968594233195,-0.0030379426953768274,-0.0003684104005738579,31.88396951889375,1.352718424797058,1.369259434325845,1.336177415268271,0.02445595361986524,0.024794489668330037,-0.006534174976704943,0.0,0.0,0.0,-0.0
2022-03-03,1.3397282361984253,1.341795563697815,1.3320368528366089,1.33969247341156,1.33969247341156,0,1.3518779277801514,1.3482800702253976,-0.003422738689744076,-0.0009792760584079016,36.880290694034024,1.3518779277801514,1.369294507083516,1.3344613484767867,0.02576649702678935,0.0252892479060915,0.004635401404324613,0.0,0.0,0.0,0.0
2022-03-04,1.335131287574768,1.335131287574768,1.320533037185669,1.3350956439971924,1.3350956439971924,0,1.3506406486034392,1.348491640885671,-0.004051910106537271,-0.0015938028680337756,32.31763156727827,1.3506406486034392,1.36915644882814,1.3321248483787385,0.02741780390490409,0.0252892479060915,-0.0034312571770009903,0.0,0.0,0.0,-0.0
2022-03-07,1.3212482929229736,1.3225939273834229,1.3103927373886108,1.3212482929229736,1.3212482929229736,0,1.3490358233451842,1.3484171986579896,-0.005603307056024853,-0.002395703705631991,27.751142308456394,1.3490358233451842,1.3716704704766391,1.3264011762137293,0.03355677698065587,0.0252892479060915,-0.0103718045493435,0.0,0.0,0.0,-0.0
2022-03-08,1.3114066123962402,1.3142850399017334,1.3083696365356443,1.311229586601257,1.311229586601257,0,1.346908265352249,1.3482484738032023,-0.007554146685349705,-0.003427392301575534,23.593402479575374,1.346908265352249,1.3750051714274467,1.3188113592770514,0.041720593447913304,0.0252892479060915,-0.007582758195700201,-1.0,0.0,0.0,-0.0
2022-03-09,1.3102554082870483,1.318235158920288,1.3099292516708374,1.3099292516708374,1.3099292516708374,0,1.3446668982505798,1.3480297843615214,-0.009100225572457044,-0.004561958955751837,18.918832313263053,1.3446668982505798,1.3769654994504805,1.3123682970506791,0.04803955721959301,0.0252892479060915,-0.0009916912672709444,-1.0,-1.0,0.0,0.0009916912672709444
2022-03-10,1.3188437223434448,1.3194701671600342,1.3107362985610962,1.3185653686523438,1.3185653686523438,0,1.3429288387298584,1.3479006628195445,-0.00951891365274915,-0.005553349895151299,24.024901664448066,1.3429288387298584,1.3769600361551568,1.3088976413045599,0.05068205618025922,0.025951796219328534,0.006592811764826845,-1.0,-1.0,0.0,-0.006592811764826845
2022-03-11,1.3103067874908447,1.312490940093994,1.3052444458007812,1.3103240728378296,1.3103240728378296,0,1.3406861007213593,1.3475331644217172,-0.01039589328316426,-0.006521858572753891,22.486212761743403,1.3406861007213593,1.3771436963201602,1.3042285051225584,0.05438647507300152,0.026429198423581157,-0.006250198898320236,-1.0,-1.0,0.0,0.006250198898320236
2022-03-14,1.304955005645752,1.3078734874725342,1.3010499477386477,1.3050298690795898,1.3050298690795898,0,1.3380894660949707,1.347234598795573,-0.011386843512401379,-0.0074948555606833885,21.008245829586187,1.3380894660949707,1.3769822627850248,1.2991966694049166,0.0581318329985174,0.026853826398275077,-0.004040377390589933,-1.0,-1.0,0.0,0.004040377390589933
2022-03-15,1.30108380317688,1.308866262435913,1.3001364469528198,1.3011853694915771,1.3011853694915771,0,1.33548424243927,1.346904347340266,-0.012340148149025065,-0.008463914078351724,20.321725737936518,1.33548424243927,1.3769830131437,1.2939854717348402,0.062147900193314315,0.027057532139386355,-0.0029459092692829536,-1.0,-1.0,0.0,0.0029459092692829536
2022-03-16,1.3045003414154053,1.3114409446716309,1.3036619424819946,1.304648518562317,1.304648518562317,0,1.3330109417438507,1.3465324242909749,-0.012670148173226536,-0.009305160897326687,24.104054463496226,1.3330109417438507,1.3757133703476832,1.2903085131400183,0.06406913441831008,0.027243097805162722,0.0026615339765869717,-1.0,-1.0,0.0,-0.0026615339765869717
2022-03-17,1.314077615737915,1.3211086988449097,1.3089518547058103,1.3141123056411743,1.3141123056411743,0,1.3307919263839723,1.3461809198061625,-0.012029360069963024,-0.009850000731853955,36.90075968235134,1.3307919263839723,1.3725203087294675,1.289063544038477,0.06271210625522745,0.027372961784630938,0.00725389784620778,-1.0,-1.0,0.0,-0.00725389784620778
2022-03-18,1.3160492181777954,1.31816565990448,1.3112002611160278,1.3160406351089478,1.3160406351089478,0,1.3285000443458557,1.3457705577214558,-0.011236404532142474,-0.01012728149191166,38.2446383406209,1.3285000443458557,1.3680159571881716,1.2889841315035397,0.05948951678322795,0.02739013819166816,0.0014674008145998396,-1.0,-1.0,0.0,-0.0014674008145998396
2022-03-21,1.3160665035247805,1.32098650932312,1.3128355741500854,1.316083908081055,1.316083908081055,0,1.3263371348381043,1.3453647832075755,-0.010483640901805868,-0.010198553373890504,34.70283273656736,1.3263371348381043,1.363404710675446,1.2892695590007626,0.0558946513125659,0.02739915627169736,3.288118235311721e-05,-1.0,-1.0,0.0,-3.288118235311721e-05
2022-03-22,1.3167943954467771,1.3272457122802734,1.3120949268341064,1.3168290853500366,1.3168290853500366,0,1.3241985499858857,1.344907490412394,-0.009714952795021325,-0.01010183325811667,39.251881356635174,1.3241985499858857,1.357974861992304,1.2904222379794674,0.05101396917671946,0.027412140470708037,0.0005662080239763334,0.0,-1.0,0.0,-0.0005662080239763334
2022-03-23,1.3269639015197754,1.3298933506011963,1.317627191543579,1.3266470432281494,1.3266470432281494,0,1.3225841164588927,1.3446294784545898,-0.00821879364649436,-0.009725225335792207,41.971154763249835,1.3225841164588927,1.3521998416909766,1.2929683912268088,0.0447846376854691,0.027420120884178605,0.007455757157355691,0.0,0.0,0.0,0.0
2022-03-24,1.3206549882888794,1.3214752674102783,1.3157894611358645,1.3206027746200562,1.3206027746200562,0,1.32088560461998,1.344141536951065,-0.007435091596909471,-0.00926719858801566,41.23646093584434,1.32088560461998,1.3463873922830325,1.2953838169569274,0.03861316615739702,0.027432758624067362,-0.004556048753846076,0.0,0.0,0.0,-0.0
2022-03-25,1.319591999053955,1.322558879852295,1.3161704540252686,1.3195745944976809,1.3195745944976809,0,1.3199979603290557,1.3436371584733326,-0.006818369697773052,-0.008777432809967138,48.802264436808514,1.3199979603290557,1.3442976064167627,1.2956983142413487,0.03681770247834235,0.027432758624067362,-0.0007785688036821004,0.0,0.0,0.0,-0.0
2022-03-28,1.3176966905593872,1.3178876638412476,1.3068649768829346,1.317627191543579,1.317627191543579,0,1.3190129458904267,1.3430604716142018,-0.006412829189685221,-0.008304512085910756,55.17622526278041,1.3190129458904267,1.3419115738093614,1.296114317971492,0.03472085393896801,0.027432758624067362,-0.0014757808783391058,0.0,0.0,0.0,-0.0
2022-03-29,1.3099979162216189,1.3159279823303225,1.3052273988723757,1.3103584051132202,1.3103584051132202,0,1.317416775226593,1.342427666982015,-0.006601863558822307,-0.007963982380493067,50.31664162852308,1.317416775226593,1.33779816222352,1.2970353882296661,0.030941441433249357,0.027432758624067362,-0.005516572879650128,0.0,0.0,0.0,-0.0
2022-03-30,1.3092947006225586,1.318061351776123,1.3091576099395752,1.3093804121017456,1.3093804121017456,0,1.3162102401256561,1.3416982849438985,-0.006752749033462457,-0.007721735711086946,42.359660865684965,1.3162102401256561,1.3354023179565029,1.2970181622948094,0.029162632603457823,0.027432758624067362,-0.0007463553541217083,0.0,0.0,0.0,-0.0
2022-03-31,1.313680648803711,1.3170892000198364,1.3109596967697144,1.3138878345489502,1.3138878345489502,0,1.3149200081825256,1.341003672281901,-0.006434443280956659,-0.007464277225060889,53.16079618864756,1.3149200081825256,1.3306163343546806,1.2992236820103706,0.023874191699083447,0.027420120884178605,0.0034424086427027323,0.0,0.0,0.0,0.0
2022-04-01,1.314578652381897,1.3146132230758667,1.308866262435913,1.314699649810791,1.314699649810791,0,1.3139002084732057,1.3403592824935913,-0.006046971251342681,-0.007180816030317248,59.31720966133856,1.3139002084732057,1.3264026045469783,1.301397812399433,0.01903096748618507,0.027412140470708037,0.0006178725767100879,0.0,0.0,0.0,0.0
2022-04-04,1.3105130195617676,1.313628911972046,1.3095176219940186,1.3103755712509155,1.3103755712509155,0,1.3133565723896026,1.3395450234413147,-0.006019425685893642,-0.006948537961432528,58.774028338929035,1.3133565723896026,1.3254525915666187,1.3012605532125865,0.01842000783535553,0.02739915627169736,-0.0032890238926417403,0.0,0.0,0.0,-0.0
2022-04-05,1.3113033771514893,1.3166903257369995,1.3100494146347046,1.3114582300186155,1.3114582300186155,0,1.3133680045604705,1.3387688040733337,-0.005842881017125379,-0.006727406572571098,56.81091960053014,1.3133680045604705,1.3254559890339188,1.3012800200870223,0.018407612232785617,0.02739013819166816,0.0008262202008744168,0.0,0.0,0.0,0.0
2022-04-06,1.3076339960098269,1.3106846809387207,1.304665446281433,1.3077365159988403,1.3077365159988403,0,1.3132583677768708,1.3378423035144806,-0.005934865873461259,-0.006568898432749131,42.79556451178371,1.3132583677768708,1.325516256652302,1.3010004789014395,0.018667901421685666,0.027372961784630938,-0.00283784411473198,0.0,0.0,0.0,-0.0
2022-04-07,1.307172417640686,1.3106675148010254,1.305500030517578,1.307206630706787,1.307206630706787,0,1.3126904308795928,1.336779091755549,-0.0059815700335068556,-0.006451432752900676,39.69209112633767,1.3126904308795928,1.3249655529639155,1.3004153087952701,0.01870223442719471,0.027171917027031933,-0.00040519270171823774,0.0,0.0,0.0,-0.0
2022-04-08,1.3068649768829346,1.3078734874725342,1.298482060432434,1.3069332838058472,1.3069332838058472,0,1.3125208914279938,1.3357052147388457,-0.005971801022409684,-0.0063555064068024775,39.37966777996953,1.3125208914279938,1.3250251532270583,1.3000166296289293,0.01905380993282345,0.026853826398275077,-0.00020910764566128837,0.0,0.0,0.0,-0.0
2022-04-11,1.3029484748840332,1.3057557344436646,1.2989881038665771,1.303220272064209,1.303220272064209,0,1.3124304115772247,1.3346363345781962,-0.006192287195128987,-0.00632286256446778,35.22339838926369,1.3124304115772247,1.325186553937265,1.2996742692171845,0.01943896186421097,0.026429198423581157,-0.0028410109281368223,0.0,0.0,0.0,-0.0
2022-04-12,1.3023545742034912,1.3053637742996216,1.2996971607208252,1.3024225234985352,1.3024225234985352,0,1.3124922692775727,1.3335967063903809,-0.006358103458821818,-0.006329910743338588,17.289193087284232,1.3124922692775727,1.3250289218347024,1.299955616720443,0.019103583084767797,0.025951796219328534,-0.000612136399942731,-1.0,0.0,0.0,-0.0
2022-04-13,1.300349473953247,1.3071553707122805,1.29743754863739,1.3002548217773438,1.3002548217773438,0,1.312272584438324,1.3326005180676779,-0.0065884815410826025,-0.0063816249028873905,19.3108879275932,1.312272584438324,1.3255217102472001,1.299023458629448,0.020192642848736966,0.0252892479060915,-0.0016643613589917283,-1.0,-1.0,0.0,0.0016643613589917283
2022-04-14,1.3122154474258425,1.3147515058517456,1.3038150072097778,1.312026023864746,1.312026023864746,0,1.3121682703495026,1.3317866365114848,-0.005754881506923493,-0.006256276223694611,41.401514328545986,1.3121682703495026,1.3253892300188823,1.2989473106801228,0.02015131743104607,0.02465663104923197,0.009052996297534976,0.0,-1.0,0.0,-0.009052996297534976
2022-04-15,1.306165099143982,1.3076680898666382,1.3052785396575928,1.3070015907287598,1.3070015907287598,0,1.3117163181304932,1.3309072097142538,-0.005437002852753281,-0.006092421549506346,38.689382480432755,1.3117163181304932,1.3249977621115943,1.298434874149392,0.020250482207967498,0.024478608466467766,-0.0038295224672344474,0.0,0.0,0.0,-0.0
2022-04-18,1.30577290058136,1.30577290058136,1.3007960319519043,1.3057557344436646,1.3057557344436646,0,1.3111999094486237,1.3300767540931702,-0.005225377025615874,-0.005919012644728252,44.37997810796956,1.3111999094486237,1.3245691887657913,1.2978306301314562,0.020392434777988255,0.024478608466467766,-0.0009532171146023893,0.0,0.0,0.0,-0.0
2022-04-19,1.3007622957229614,1.3039849996566772,1.2983304262161257,1.3009822368621826,1.3009822368621826,0,1.310407567024231,1.3292776763439178,-0.005380816688625334,-0.005811373453507669,40.615383795621504,1.310407567024231,1.3242423882437933,1.2965727458046687,0.021115295069578047,0.024478608466467766,-0.003655735491382539,0.0,0.0,0.0,-0.0
2022-04-20,1.301574945449829,1.3066771030426023,1.2997984886169434,1.301371693611145,1.301371693611145,0,1.3091437995433808,1.3284492452939352,-0.00541021227723526,-0.005731141218253187,34.596052218462916,1.3091437995433808,1.3212411683515888,1.2970464307351728,0.018481344543552002,0.024478608466467766,0.0002993559311783578,0.0,0.0,0.0,0.0
2022-04-21,1.3068137168884275,1.308832049369812,1.3024225234985352,1.3068820238113403,1.3068820238113403,0,1.308457762002945,1.3277839243412017,-0.0049320176679856775,-0.005571316508199685,41.37601817928363,1.308457762002945,1.319311232434151,1.297604291571739,0.016589714618822467,0.024478608466467766,0.00423424777659398,0.0,0.0,0.0,0.0
2022-04-22,1.302405595779419,1.303373098373413,1.2840760946273804,1.302626132965088,1.302626132965088,0,1.3076103389263154,1.3271805008252462,-0.004840659706388362,-0.005425185147837421,41.43835887061716,1.3076103389263154,1.317404011018761,1.2978166668338698,0.01497949626260567,0.024165072659474346,-0.0032565226001355363,0.0,0.0,0.0,-0.0
