Asset,Market_Return,Strategy_Return,Sharpe,Max_Drawdown,Trades
USDJPY=X,0.2291526235586827,0.18073793815528338,1.3025665653625538,-0.0837122858557168,44
GBPUSD=X,-0.05662805821929473,0.0728254987742698,0.5280705618113133,-0.054804351484212414,51
AUDUSD=X,-0.05841530018254415,-0.02952363806815106,-0.15378810178281788,-0.12093991025573561,55
USDCAD=X,0.03807159778268687,-0.04891940457379795,-0.5990245372298172,-0.07456233635668064,55
EURUSD=X,-0.022678656126728147,-0.06749914770932064,-0.6373556774210009,-0.10506916668889466,59
